root;node;node_path;depth;parent;parent_path;node_line;edge_call_line;edge_raw_callee
src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._estimateTemplateTransferScaleFiles._buildTransformedSvgFromTemplateFiles._extractSvgInner:extractSvgInner;src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._estimateTemplateTransferScaleFiles._buildTransformedSvgFromTemplateFiles._extractSvgInner:extractSvgInner;src/iccFs/mF/convertRangeFiles/_tryTemplateTransferFiles/_estimateTemplateTransferScaleFiles/_buildTransformedSvgFromTemplateFiles/_extractSvgInner.py;0;;;1;;
src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:readSvgGeometry;src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:readSvgGeometry;src/iccFs/mF/convertRangeFiles/_tryTemplateTransferFiles/_readSvgGeometry.py;0;;;1;;
src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:readSvgGeometry;src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:grayFromHex;src/iccFs/mF/convertRangeFiles/_tryTemplateTransferFiles/_readSvgGeometry.py;1;src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:readSvgGeometry;src/iccFs/mF/convertRangeFiles/_tryTemplateTransferFiles/_readSvgGeometry.py;13;117;grayFromHex
src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:readSvgGeometry;src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:grayFromHex;src/iccFs/mF/convertRangeFiles/_tryTemplateTransferFiles/_readSvgGeometry.py;1;src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:readSvgGeometry;src/iccFs/mF/convertRangeFiles/_tryTemplateTransferFiles/_readSvgGeometry.py;13;117;grayFromHex
src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:readSvgGeometry;src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:grayFromHex;src/iccFs/mF/convertRangeFiles/_tryTemplateTransferFiles/_readSvgGeometry.py;1;src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:readSvgGeometry;src/iccFs/mF/convertRangeFiles/_tryTemplateTransferFiles/_readSvgGeometry.py;13;117;grayFromHex
src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:readSvgGeometry;src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:grayFromHex;src/iccFs/mF/convertRangeFiles/_tryTemplateTransferFiles/_readSvgGeometry.py;1;src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:readSvgGeometry;src/iccFs/mF/convertRangeFiles/_tryTemplateTransferFiles/_readSvgGeometry.py;13;117;grayFromHex
src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:readSvgGeometry;src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:grayFromHex;src/iccFs/mF/convertRangeFiles/_tryTemplateTransferFiles/_readSvgGeometry.py;1;src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._readSvgGeometry:readSvgGeometry;src/iccFs/mF/convertRangeFiles/_tryTemplateTransferFiles/_readSvgGeometry.py;13;117;grayFromHex
src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._templateTransferTransformCandidatesFiles._templateTransferScaleCandidates:templateTransferScaleCandidates;src.iccFs.mF.convertRangeFiles._tryTemplateTransferFiles._templateTransferTransformCandidatesFiles._templateTransferScaleCandidates:templateTransferScaleCandidates;src/iccFs/mF/convertRangeFiles/_tryTemplateTransferFiles/_templateTransferTransformCandidatesFiles/_templateTransferScaleCandidates.py;0;;;1;;
src.iccFs.mF.convertRangeFiles._writeQualityConfigFiles._qualityConfigPath:qualityConfigPath;src.iccFs.mF.convertRangeFiles._writeQualityConfigFiles._qualityConfigPath:qualityConfigPath;src/iccFs/mF/convertRangeFiles/_writeQualityConfigFiles/_qualityConfigPath.py;0;;;1;;
src.iccFs.mF.convertRangeFiles.updateSuccessfulConversionsManifestWithMetricsFiles._isSuccessfulConversionCandidateBetterFiles._successfulConversionMetricsAvailable:successfulConversionMetricsAvailable;src.iccFs.mF.convertRangeFiles.updateSuccessfulConversionsManifestWithMetricsFiles._isSuccessfulConversionCandidateBetterFiles._successfulConversionMetricsAvailable:successfulConversionMetricsAvailable;src/iccFs/mF/convertRangeFiles/updateSuccessfulConversionsManifestWithMetricsFiles/_isSuccessfulConversionCandidateBetterFiles/_successfulConversionMetricsAvailable.py;0;;;1;;
src.iccFs.mF.convertRangeFiles.updateSuccessfulConversionsManifestWithMetricsFiles._storeSuccessfulConversionSnapshotFiles._successfulConversionSnapshotPaths:successfulConversionSnapshotPaths;src.iccFs.mF.convertRangeFiles.updateSuccessfulConversionsManifestWithMetricsFiles._storeSuccessfulConversionSnapshotFiles._successfulConversionSnapshotPaths:successfulConversionSnapshotPaths;src/iccFs/mF/convertRangeFiles/updateSuccessfulConversionsManifestWithMetricsFiles/_storeSuccessfulConversionSnapshotFiles/_successfulConversionSnapshotPaths.py;0;;;1;;
src.iccFs.mF.convertRangeFiles.updateSuccessfulConversionsManifestWithMetricsFiles._storeSuccessfulConversionSnapshotFiles._successfulConversionSnapshotPaths:successfulConversionSnapshotPaths;src.iccFs.mF.convertRangeFiles.updateSuccessfulConversionsManifestWithMetricsFiles._restoreSuccessfulConversionSnapshotFiles._successfulConversionSnapshotPathsFiles._successfulConversionSnapshotDir:successfulConversionSnapshotDir;src/iccFs/mF/convertRangeFiles/updateSuccessfulConversionsManifestWithMetricsFiles/_restoreSuccessfulConversionSnapshotFiles/_successfulConversionSnapshotPathsFiles/_successfulConversionSnapshotDir.py;1;src.iccFs.mF.convertRangeFiles.updateSuccessfulConversionsManifestWithMetricsFiles._storeSuccessfulConversionSnapshotFiles._successfulConversionSnapshotPaths:successfulConversionSnapshotPaths;src/iccFs/mF/convertRangeFiles/updateSuccessfulConversionsManifestWithMetricsFiles/_storeSuccessfulConversionSnapshotFiles/_successfulConversionSnapshotPaths.py;1;2;successfulConversionSnapshotDir
src.iccFs.mF.convertRangeFiles.updateSuccessfulConversionsManifestWithMetricsFiles._storeSuccessfulConversionSnapshotFiles._successfulConversionSnapshotPathsFiles._successfulConversionSnapshotDir:successfulConversionSnapshotDir;src.iccFs.mF.convertRangeFiles.updateSuccessfulConversionsManifestWithMetricsFiles._storeSuccessfulConversionSnapshotFiles._successfulConversionSnapshotPathsFiles._successfulConversionSnapshotDir:successfulConversionSnapshotDir;src/iccFs/mF/convertRangeFiles/updateSuccessfulConversionsManifestWithMetricsFiles/_storeSuccessfulConversionSnapshotFiles/_successfulConversionSnapshotPathsFiles/_successfulConversionSnapshotDir.py;0;;;1;;
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convert_range:convertRange;src/iccFs/mF/convert_range.py;0;;;1;;
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._adaptiveIterationBudgetForQualityRow:adaptiveIterationBudgetForQualityRow;src/iccFs/mF/convertRangeFiles/_adaptiveIterationBudgetForQualityRow.py;1;src.iccFs.mF.convert_range:convertRange;src/iccFs/mF/convert_range.py;1;262;adaptiveIterationBudgetForQualityRow
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._computeSuccessfulConversionsErrorThreshold:computeSuccessfulConversionsErrorThreshold;src/iccFs/mF/convertRangeFiles/_computeSuccessfulConversionsErrorThreshold.py;1;src.iccFs.mF.convert_range:convertRange;src/iccFs/mF/convert_range.py;1;204;computeSuccessfulConversionsErrorThreshold
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._conversionRandom:conversionRandom;src/iccFs/mF/convertRangeFiles/_conversionRandom.py;1;src.iccFs.mF.convert_range:convertRange;src/iccFs/mF/convert_range.py;1;53;conversionRandom
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._convertedSvgOutputDir:convertedSvgOutputDir;src/iccFs/mF/convertRangeFiles/_convertedSvgOutputDir.py;1;src.iccFs.mF.convert_range:convertRange;src/iccFs/mF/convert_range.py;1;13;convertedSvgOutputDir
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._createDiffImageWithoutCv2:createDiffImageWithoutCv2;src/iccFs/mF/convertRangeFiles/_createDiffImageWithoutCv2.py;1;src.iccFs.mF.convert_range:convertRange;src/iccFs/mF/convert_range.py;1;42;createDiffImageWithoutCv2
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._defaultConvertedSymbolsRoot:defaultConvertedSymbolsRoot;src/iccFs/mF/convertRangeFiles/_defaultConvertedSymbolsRoot.py;1;src.iccFs.mF.convert_range:convertRange;src/iccFs/mF/convert_range.py;4;12;defaultConvertedSymbolsRoot
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._diffOutputDir:diffOutputDir;src/iccFs/mF/convertRangeFiles/_diffOutputDir.py;1;src.iccFs.mF.convert_range:convertRange;src/iccFs/mF/convert_range.py;1;14;diffOutputDir
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._evaluateQualityPassCandidate:evaluateQualityPassCandidate;src/iccFs/mF/convertRangeFiles/_evaluateQualityPassCandidate.py;1;src.iccFs.mF.convert_range:convertRange;src/iccFs/mF/convert_range.py;1;270;evaluateQualityPassCandidate
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariants:harmonizeSemanticSizeVariants;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariants.py;1;src.iccFs.mF.convert_range:convertRange;src/iccFs/mF/convert_range.py;1;351;harmonizeSemanticSizeVariants
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._familyHarmonizedBadgeColors:familyHarmonizedBadgeColors;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_familyHarmonizedBadgeColors.py;2;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariants:harmonizeSemanticSizeVariants;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariants.py;1;73;familyHarmonizedBadgeColors
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._familyHarmonizedBadgeColorsFiles._clipGray:clipGray;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_familyHarmonizedBadgeColorsFiles/_clipGray.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._familyHarmonizedBadgeColors:familyHarmonizedBadgeColors;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_familyHarmonizedBadgeColors.py;1;28;clipGray
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._familyHarmonizedBadgeColorsFiles._clipGray:clipGray;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_familyHarmonizedBadgeColorsFiles/_clipGray.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._familyHarmonizedBadgeColors:familyHarmonizedBadgeColors;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_familyHarmonizedBadgeColors.py;1;28;clipGray
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._familyHarmonizedBadgeColorsFiles._clipGray:clipGray;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_familyHarmonizedBadgeColorsFiles/_clipGray.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._familyHarmonizedBadgeColors:familyHarmonizedBadgeColors;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_familyHarmonizedBadgeColors.py;1;28;clipGray
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._familyHarmonizedBadgeColorsFiles._clipGray:clipGray;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_familyHarmonizedBadgeColorsFiles/_clipGray.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._familyHarmonizedBadgeColors:familyHarmonizedBadgeColors;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_familyHarmonizedBadgeColors.py;1;28;clipGray
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._familyHarmonizedBadgeColorsFiles._clipGray:clipGray;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_familyHarmonizedBadgeColorsFiles/_clipGray.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._familyHarmonizedBadgeColors:familyHarmonizedBadgeColors;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_familyHarmonizedBadgeColors.py;1;28;clipGray
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._maxSignatureDelta:maxSignatureDelta;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_maxSignatureDelta.py;2;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariants:harmonizeSemanticSizeVariants;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariants.py;1;54;maxSignatureDelta
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._normalizedGeometrySignature:normalizedGeometrySignature;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_normalizedGeometrySignature.py;2;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariants:harmonizeSemanticSizeVariants;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariants.py;1;46;normalizedGeometrySignature
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._readSvgGeometry:readSvgGeometry;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_readSvgGeometry.py;2;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariants:harmonizeSemanticSizeVariants;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariants.py;1;24;readSvgGeometry
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._readSvgGeometry:grayFromHex;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_readSvgGeometry.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._readSvgGeometry:readSvgGeometry;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_readSvgGeometry.py;13;117;grayFromHex
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._readSvgGeometry:grayFromHex;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_readSvgGeometry.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._readSvgGeometry:readSvgGeometry;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_readSvgGeometry.py;13;117;grayFromHex
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._readSvgGeometry:grayFromHex;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_readSvgGeometry.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._readSvgGeometry:readSvgGeometry;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_readSvgGeometry.py;13;117;grayFromHex
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._readSvgGeometry:grayFromHex;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_readSvgGeometry.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._readSvgGeometry:readSvgGeometry;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_readSvgGeometry.py;13;117;grayFromHex
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._readSvgGeometry:grayFromHex;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_readSvgGeometry.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._readSvgGeometry:readSvgGeometry;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_readSvgGeometry.py;13;117;grayFromHex
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._scaleBadgeParams:scaleBadgeParams;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_scaleBadgeParams.py;2;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariants:harmonizeSemanticSizeVariants;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariants.py;1;79;scaleBadgeParams
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._scaleBadgeParamsFiles._needsLargeCircleOverflowGuard:needsLargeCircleOverflowGuard;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_scaleBadgeParamsFiles/_needsLargeCircleOverflowGuard.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._scaleBadgeParams:scaleBadgeParams;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_scaleBadgeParams.py;1;53;needsLargeCircleOverflowGuard
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.clipScalar;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._scaleBadgeParams:scaleBadgeParams;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_scaleBadgeParams.py;1368;78;clipScalar
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.clipScalar;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._scaleBadgeParams:scaleBadgeParams;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_scaleBadgeParams.py;1368;78;clipScalar
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.clipScalar;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._scaleBadgeParams:scaleBadgeParams;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_scaleBadgeParams.py;1368;78;clipScalar
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.clipScalar;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._scaleBadgeParams:scaleBadgeParams;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_scaleBadgeParams.py;1368;78;clipScalar
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.clipScalar;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._scaleBadgeParams:scaleBadgeParams;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_scaleBadgeParams.py;1368;78;clipScalar
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.clipScalar;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._scaleBadgeParams:scaleBadgeParams;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_scaleBadgeParams.py;1368;78;clipScalar
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.clipScalar;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariantsFiles._scaleBadgeParams:scaleBadgeParams;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariantsFiles/_scaleBadgeParams.py;1368;78;clipScalar
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;2;src.iccFs.mF.convertRangeFiles._harmonizeSemanticSizeVariants:harmonizeSemanticSizeVariants;src/iccFs/mF/convertRangeFiles/_harmonizeSemanticSizeVariants.py;4326;92;generateBadgeSvg
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.grayhex;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1359;4350;grayhex
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.grayhex;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1359;4350;grayhex
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.grayhex;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1359;4350;grayhex
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.grayhex;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1359;4350;grayhex
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.grayhex;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1359;4350;grayhex
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.grayhex;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1359;4350;grayhex
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.grayhex;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1359;4350;grayhex
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.grayhex;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1359;4350;grayhex
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.grayhex;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1359;4350;grayhex
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.clipScalar;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1368;4340;clipScalar
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.clipScalar;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1368;4340;clipScalar
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.clipScalar;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1368;4340;clipScalar
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.clipScalar;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1368;4340;clipScalar
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.clipScalar;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1368;4340;clipScalar
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.clipScalar;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1368;4340;clipScalar
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.clipScalar;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1368;4340;clipScalar
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.quantizeBadgeParams;src/iccFs/mF/imageCompositeConverterCore.py;3;src.iccFs.mF.imageCompositeConverterCore:Action.generateBadgeSvg;src/iccFs/mF/imageCompositeConverterCore.py;1589;4328;quantizeBadgeParams
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.snapHalf;src/iccFs/mF/imageCompositeConverterCore.py;4;src.iccFs.mF.imageCompositeConverterCore:Action.quantizeBadgeParams;src/iccFs/mF/imageCompositeConverterCore.py;1364;1626;snapHalf
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.snapHalf;src/iccFs/mF/imageCompositeConverterCore.py;4;src.iccFs.mF.imageCompositeConverterCore:Action.quantizeBadgeParams;src/iccFs/mF/imageCompositeConverterCore.py;1364;1626;snapHalf
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.snapHalf;src/iccFs/mF/imageCompositeConverterCore.py;4;src.iccFs.mF.imageCompositeConverterCore:Action.quantizeBadgeParams;src/iccFs/mF/imageCompositeConverterCore.py;1364;1626;snapHalf
src.iccFs.mF.convert_range:convertRange;src.iccFs.mF.imageCompositeConverterCore:Action.snapHalf;src/iccFs/mF/imageCompositeConverterCore.py;4;src.iccFs.mF.imageCompositeConverterCore:Action.quantizeBadgeParams;src/iccFs/mF/imageCompositeConverterCore.py;1364;1626;snapHalf
